,longitude,latitude,housing_median_age,population,median_income,median_house_value,ocean_proximity,rooms_per_person,houses_per_person
12133,-117.21,33.93,4.0,5439.0,5.0223,152600.0,0,1.8389409817981246,0.25684868542011396
12134,-117.16,33.92,12.0,1610.0,4.7568,143500.0,0,2.009937888198758,0.31180124223602484
12135,-117.22,33.9,8.0,5155.0,4.0467,121500.0,0,1.610475266731329,0.26576139670223087
12136,-117.13,33.89,4.0,275.0,3.5781,244400.0,0,5.858181818181818,0.3054545454545455
12137,-117.19,33.9,3.0,9623.0,4.189,143000.0,0,2.1885067026914684,0.2922165644809311
12139,-117.24,33.85,8.0,606.0,2.8194,136300.0,0,1.7013201320132014,0.2953795379537954
12140,-117.17,33.83,7.0,64.0,4.6,187500.0,0,1.203125,0.234375
12141,-117.2,33.83,14.0,621.0,3.6618,161300.0,0,2.037037037037037,0.2785829307568438
12142,-117.23,33.83,2.0,681.0,4.0833,100000.0,0,2.0910425844346547,0.28193832599118945
12143,-117.21,33.82,2.0,1943.0,3.9052,122100.0,0,2.1605764282038087,0.34637159032424086
12144,-117.22,33.81,4.0,5145.0,3.4237,113700.0,0,1.9263362487852285,0.3228377065111759
12145,-117.21,33.71,16.0,2711.0,2.1848,97900.0,1,3.1265215787532274,0.5263740317226115
12146,-117.2,33.72,8.0,1674.0,2.5335,110100.0,1,3.302270011947431,0.5483870967741935
12147,-117.2,33.72,16.0,1573.0,1.9912,98600.0,1,3.4157660521296886,0.593134138588684
12148,-117.2,33.71,24.0,1283.0,2.0881,83300.0,1,3.2813717848791892,0.6461418550272798
12149,-117.2,33.7,23.0,1984.0,2.3276,92400.0,1,3.1869959677419355,0.5665322580645161
12150,-117.19,33.7,24.0,1990.0,1.9014,83500.0,1,2.906030150753769,0.5783919597989949
12151,-117.19,33.69,3.0,3295.0,4.5881,136400.0,1,1.9678300455235205,0.325948406676783
12152,-117.27,33.68,8.0,9360.0,5.3238,228900.0,1,2.812179487179487,0.3590811965811966
12153,-117.25,33.7,10.0,2294.0,3.58,113400.0,1,2.2476024411508284,0.32563208369659985
12154,-117.23,33.68,10.0,1476.0,3.8869,125900.0,1,2.4789972899728996,0.3489159891598916
12155,-117.22,33.66,12.0,1007.0,3.125,117200.0,1,1.856007944389275,0.32075471698113206
12156,-117.17,33.66,2.0,2826.0,4.1386,177300.0,1,2.618895966029724,0.29688605803255486
12157,-117.07,33.67,11.0,557.0,2.375,145800.0,0,1.6858168761220826,0.34111310592459604
12158,-117.11,33.83,14.0,1540.0,3.8036,139600.0,0,1.7629870129870129,0.3012987012987013
12159,-117.11,33.78,13.0,930.0,4.1875,161200.0,0,2.0580645161290323,0.32688172043010755
12160,-117.08,33.82,6.0,935.0,4.065,148200.0,0,1.8941176470588235,0.2983957219251337
12161,-117.18,33.78,7.0,808.0,1.3417,169300.0,0,2.1002475247524752,0.4381188118811881
12162,-117.11,33.75,17.0,1845.0,2.2618,96100.0,0,2.2623306233062332,0.42276422764227645
12163,-117.16,33.76,11.0,2508.0,2.625,155400.0,0,1.967304625199362,0.3349282296650718
12164,-117.22,33.74,7.0,931.0,2.5221,109200.0,1,1.9441460794844254,0.38131041890440387
12165,-117.06,33.78,17.0,1345.0,2.5847,145300.0,0,2.091449814126394,0.36282527881040894
12166,-117.14,33.81,13.0,2044.0,3.2778,148800.0,0,2.1996086105675148,0.34001956947162426
12167,-117.22,33.8,3.0,2703.0,4.0717,126500.0,0,1.954864964853866,0.26970033296337403
12168,-117.09,33.71,13.0,1276.0,1.972,90500.0,0,1.5470219435736676,0.31974921630094044
12169,-117.07,33.72,16.0,2132.0,2.7983,112500.0,0,2.3114446529080674,0.400093808630394
12170,-117.11,33.74,18.0,1966.0,2.1182,71300.0,0,2.440996948118006,0.4801627670396745
12171,-117.15,33.7,2.0,2489.0,3.1319,111500.0,0,2.5331458417034955,0.46283648051426274
12172,-117.16,33.73,10.0,1323.0,2.6322,140700.0,0,1.799697656840514,0.36054421768707484
12173,-117.23,33.79,17.0,2016.0,2.2969,89300.0,0,1.6458333333333333,0.33382936507936506
12174,-117.23,33.78,23.0,2672.0,1.9767,81500.0,0,1.2967814371257484,0.22717065868263472
12175,-117.23,33.77,5.0,1666.0,2.0,83000.0,0,1.2653061224489797,0.2767106842737095
12176,-117.29,33.83,15.0,2393.0,2.4662,118300.0,0,1.7438361888842457,0.29795236105307144
12177,-117.32,33.8,11.0,1757.0,4.0982,173300.0,0,1.8190096755833807,0.31417188389299944
12178,-117.26,33.81,22.0,2405.0,2.1549,146500.0,0,1.7667359667359668,0.3517671517671518
12179,-117.24,33.77,9.0,3665.0,2.8401,104200.0,0,1.8845839017735335,0.3519781718963165
12180,-117.31,33.75,19.0,2204.0,2.1484,129200.0,1,1.4396551724137931,0.2749546279491833
12181,-117.27,33.77,16.0,1859.0,2.0878,101300.0,1,1.5470683162990855,0.29316837009144703
12182,-117.29,33.72,19.0,1207.0,2.817,110000.0,1,1.8624689312344656,0.30488815244407624
12183,-117.28,33.72,11.0,640.0,2.1667,114600.0,1,1.8140625,0.328125
12184,-117.39,33.69,5.0,3464.0,5.3275,168700.0,1,1.8848152424942264,0.29041570438799075
12185,-117.37,33.7,8.0,2425.0,3.2481,123800.0,1,1.7917525773195877,0.3237113402061856
12186,-117.34,33.71,10.0,1255.0,3.1513,154300.0,1,2.0645418326693226,0.3386454183266932
12187,-117.31,33.67,9.0,596.0,3.1832,157400.0,1,1.645973154362416,0.26174496644295303
12188,-117.35,33.69,11.0,581.0,3.102,111300.0,1,2.1153184165232357,0.3270223752151463
12189,-117.33,33.67,27.0,2667.0,1.9194,100600.0,1,1.6407949006374203,0.3262092238470191
12190,-117.35,33.68,10.0,282.0,4.2788,125000.0,1,1.8297872340425532,0.3404255319148936
12191,-117.38,33.67,9.0,7235.0,3.375,131800.0,1,1.8366275051831376,0.32480995162404974
12192,-117.38,33.67,17.0,4776.0,2.2423,132600.0,1,2.1241624790619764,0.36620603015075376
12193,-117.35,33.64,23.0,3405.0,2.5395,109200.0,1,2.0143906020558004,0.39676945668135094
12194,-117.29,33.63,7.0,7139.0,3.8056,162200.0,1,2.2426110099453704,0.339823504692534
12195,-117.28,33.66,15.0,2513.0,2.6949,163600.0,1,1.8197373656983684,0.3310783923597294
12196,-117.43,33.55,8.0,188.0,9.4356,465600.0,1,2.372340425531915,0.3617021276595745
12197,-117.36,33.6,10.0,2082.0,3.2258,159300.0,1,1.967819404418828,0.35110470701248797
12198,-117.25,33.65,10.0,725.0,3.5125,155600.0,1,2.2786206896551726,0.3213793103448276
12199,-117.19,33.64,12.0,757.0,3.235,210700.0,1,1.9564068692206076,0.32100396301188905
12200,-117.21,33.61,7.0,2975.0,3.6273,150900.0,1,2.5956302521008405,0.3902521008403361
12201,-117.2,33.58,2.0,9419.0,4.5936,174300.0,1,3.2328272640407687,0.33942032062851685
12202,-117.16,33.61,3.0,1223.0,4.7944,215300.0,1,2.243663123466885,0.2992641046606705
12203,-117.12,33.61,2.0,1232.0,4.3651,145600.0,1,2.085227272727273,0.31493506493506496
12204,-117.16,33.57,2.0,7132.0,3.9443,187300.0,1,2.8590858104318566,0.3808188446438587
12205,-117.16,33.54,4.0,2912.0,3.7538,147500.0,1,1.7005494505494505,0.3238324175824176
12206,-117.05,33.52,5.0,1541.0,4.8083,347700.0,1,2.252433484750162,0.3257624918883842
12207,-116.96,33.52,9.0,1155.0,4.125,392100.0,0,2.425974025974026,0.3645021645021645
12208,-117.1,33.56,6.0,750.0,4.3833,307600.0,1,2.490666666666667,0.3293333333333333
12209,-117.02,33.6,7.0,964.0,3.244,337200.0,0,2.045643153526971,0.3288381742738589
12210,-116.96,33.62,8.0,388.0,4.2917,221900.0,0,2.5850515463917527,0.36082474226804123
12212,-117.19,33.53,6.0,43.0,3.475,187500.0,1,2.511627906976744,0.3953488372093023
12214,-117.12,33.49,4.0,8824.0,3.9963,191100.0,1,2.4918404351767904,0.3685403445149592
12215,-117.12,33.52,4.0,13251.0,4.5841,212300.0,1,2.294241944004226,0.3274469851331975
12216,-117.15,33.45,4.0,3886.0,4.6904,174200.0,1,2.3389089037570767,0.31986618630983016
12217,-116.99,33.46,13.0,846.0,2.83,43000.0,1,1.9078014184397163,0.3191489361702128
12218,-117.23,33.57,6.0,5860.0,3.9617,183000.0,1,2.3419795221843005,0.3389078498293515
12219,-117.27,33.55,4.0,2088.0,5.5351,429000.0,1,2.9272030651340994,0.34099616858237547
12221,-117.02,33.71,6.0,3062.0,3.0043,134700.0,0,2.7034617896799475,0.4722403657740039
12222,-116.91,33.71,19.0,2703.0,3.1591,189700.0,0,2.5183129855715873,0.3903070662227155
12223,-116.89,33.73,15.0,937.0,5.3623,201300.0,0,2.2347918890074707,0.29562433297758806
12224,-116.95,33.68,11.0,543.0,4.4792,173900.0,0,2.1786372007366483,0.27071823204419887
12225,-116.9,33.65,15.0,248.0,2.1071,93800.0,0,2.629032258064516,0.3911290322580645
12226,-116.92,33.63,18.0,239.0,2.8125,143800.0,0,1.6610878661087867,0.33472803347280333
12227,-116.99,33.73,13.0,6159.0,1.9961,97800.0,0,2.6218541971099203,0.5247605130703036
12228,-116.9,33.74,14.0,894.0,2.3712,127900.0,0,2.5514541387024607,0.4809843400447427
12229,-116.95,33.75,19.0,1190.0,2.0714,85800.0,0,1.880672268907563,0.4260504201680672
12230,-116.95,33.75,23.0,2770.0,1.7847,109500.0,0,1.688086642599278,0.3815884476534296
12231,-116.93,33.75,14.0,3136.0,2.964,121500.0,0,1.921875,0.33035714285714285
12232,-116.93,33.74,15.0,1693.0,3.6806,112800.0,0,2.219137625516834,0.38629651506202006
12233,-116.95,33.74,20.0,1024.0,2.4554,89400.0,0,2.1806640625,0.3896484375
12234,-116.96,33.73,20.0,2306.0,3.069,87000.0,0,2.0533391153512577,0.3920208152645273
12235,-116.95,33.73,21.0,2233.0,3.2371,94500.0,0,2.0541871921182264,0.3425884460367219
12236,-116.95,33.74,18.0,1270.0,2.7083,91200.0,0,1.5716535433070866,0.31496062992125984
12237,-116.94,33.74,19.0,1414.0,4.6406,118900.0,0,2.051626591230552,0.3359264497878359
12238,-116.94,33.73,17.0,2344.0,3.7175,120000.0,0,2.2013651877133107,0.33319112627986347
12239,-116.93,33.73,13.0,1644.0,4.0433,132300.0,0,2.1916058394160585,0.3132603406326034
12240,-116.96,33.75,35.0,2328.0,2.5898,76300.0,0,1.404209621993127,0.30283505154639173
12241,-116.97,33.74,31.0,1519.0,1.942,86200.0,0,1.7853851217906518,0.4140882159315339
12242,-116.97,33.75,22.0,2011.0,1.3039,77500.0,0,1.859771258080557,0.40974639482844355
12243,-116.99,33.75,18.0,4002.0,1.4366,77000.0,0,2.399050474762619,0.5262368815592204
12244,-116.98,33.74,25.0,1589.0,1.8446,85700.0,0,3.116425424795469,0.644430459408433
12245,-116.97,33.74,20.0,1498.0,2.2161,76900.0,0,2.45260347129506,0.5060080106809078
12246,-116.96,33.74,19.0,1717.0,2.2115,87600.0,0,2.1252184041933604,0.40535818287711123
12247,-116.94,33.77,14.0,2708.0,2.4145,137600.0,0,2.673559822747415,0.45790251107828656
12248,-117.01,33.75,15.0,1094.0,1.8015,105100.0,0,2.626142595978062,0.6023765996343693
12249,-116.95,33.76,10.0,3141.0,1.7079,95900.0,0,2.1935689270932826,0.4619547914676855
12250,-116.98,33.77,12.0,2711.0,1.9707,107900.0,0,2.150129103651789,0.4123939505717447
12251,-116.99,33.76,12.0,2823.0,2.1722,69400.0,0,2.701381509032944,0.5504782146652497
12252,-117.0,33.74,8.0,2143.0,2.1103,94400.0,0,2.4871675221651888,0.5165655622958469
12253,-117.02,33.73,14.0,1171.0,1.9476,112500.0,0,3.1596925704526044,0.5935098206660974
12254,-116.99,33.77,7.0,3559.0,2.2925,113100.0,0,2.908682214105086,0.4745715088508008
12255,-117.02,33.76,20.0,453.0,2.8393,120700.0,0,2.9072847682119205,0.3487858719646799
12256,-116.98,33.83,15.0,653.0,2.683,139300.0,0,3.411944869831547,0.5359877488514548
12257,-117.02,33.81,10.0,2625.0,2.3,108900.0,0,2.4064761904761904,0.4167619047619048
12258,-116.95,33.79,8.0,5060.0,2.1979,95300.0,0,2.173320158102767,0.3851778656126482
12259,-116.95,33.79,20.0,1726.0,1.8845,77700.0,0,1.3899188876013906,0.31402085747392816
12260,-116.96,33.79,21.0,2108.0,2.0135,83000.0,0,1.418406072106262,0.31309297912713474
12261,-116.97,33.78,24.0,1728.0,2.535,74800.0,0,1.5509259259259258,0.30497685185185186
12262,-116.95,33.78,24.0,1939.0,1.7303,74000.0,0,1.7581227436823104,0.3811242908715833
12263,-116.89,33.79,12.0,434.0,2.0577,56700.0,0,1.6152073732718895,0.2534562211981567
12264,-116.87,33.76,5.0,1714.0,2.5612,130800.0,0,2.401400233372229,0.41831971995332556
12265,-116.88,33.74,20.0,1000.0,1.5982,140000.0,0,3.111,0.508
12266,-116.89,33.75,23.0,930.0,2.0154,81700.0,0,2.923655913978495,0.521505376344086
12267,-116.91,33.75,13.0,4266.0,2.3169,123400.0,0,2.5518049695264886,0.45827473042662914
12268,-116.86,33.73,13.0,978.0,2.933,170700.0,0,2.6625766871165646,0.4263803680981595
12269,-117.04,34.0,25.0,1594.0,2.4167,104900.0,0,2.3525721455457966,0.49247176913425345
12270,-117.06,34.0,33.0,879.0,2.5357,94400.0,0,1.7918088737201365,0.32081911262798635
12271,-117.04,34.0,21.0,2174.0,3.5255,132100.0,0,2.126954921803128,0.3735050597976081
12272,-116.99,33.99,22.0,1849.0,4.7356,195900.0,0,2.286100594916171,0.3347755543537047
12273,-117.01,33.97,18.0,1868.0,2.3355,118800.0,0,2.5562098501070665,0.4475374732334047
12274,-116.95,33.97,14.0,1947.0,3.1393,116300.0,0,2.7324088341037496,0.43297380585516176
12275,-116.97,33.96,12.0,2992.0,2.4322,112100.0,0,1.963903743315508,0.38469251336898397
12276,-117.11,33.98,25.0,715.0,2.7344,149000.0,0,1.7538461538461538,0.42097902097902096
12277,-117.02,33.95,5.0,798.0,2.8783,105200.0,0,2.2832080200501252,0.39223057644110276
12278,-117.03,33.89,6.0,27.0,3.125,187500.0,0,2.888888888888889,0.37037037037037035
12279,-116.96,33.94,22.0,1304.0,1.4063,81900.0,0,1.5329754601226995,0.36733128834355827
12280,-116.99,33.92,26.0,293.0,3.7083,147500.0,0,1.7167235494880546,0.20136518771331058
12281,-116.86,33.97,11.0,376.0,2.3977,58000.0,0,1.75,0.3191489361702128
12282,-116.79,33.99,16.0,212.0,1.4688,90000.0,0,1.5047169811320755,0.3160377358490566
12283,-116.77,33.92,19.0,1266.0,1.6875,63000.0,0,1.8222748815165877,0.3451816745655608
12284,-116.81,33.9,17.0,820.0,1.3286,81800.0,0,2.45,0.46463414634146344
12285,-116.89,33.86,2.0,1950.0,3.0417,146300.0,0,3.5384615384615383,0.5025641025641026
12286,-116.95,33.86,1.0,8.0,1.625,55000.0,0,0.75,0.25
12287,-116.86,33.84,18.0,174.0,2.7788,91100.0,0,2.9942528735632186,0.42528735632183906
12288,-116.98,33.94,27.0,1760.0,3.4545,89800.0,0,1.965340909090909,0.3715909090909091
12289,-116.98,33.93,40.0,1391.0,1.9472,73200.0,0,1.6369518332135156,0.3256649892163911
12290,-116.97,33.94,29.0,1722.0,3.0432,91200.0,0,1.8565621370499419,0.3501742160278746
12291,-116.97,33.93,29.0,1583.0,1.424,73200.0,0,1.764371446620341,0.3954516740366393
12292,-116.98,33.93,33.0,267.0,2.1581,68300.0,0,1.408239700374532,0.3295880149812734
12293,-116.9,33.98,30.0,1820.0,3.6339,98600.0,0,2.151098901098901,0.3532967032967033
12294,-116.93,33.93,13.0,3297.0,2.0549,95600.0,0,2.367000303306036,0.44555656657567483
12295,-116.89,33.93,29.0,2494.0,2.0976,72600.0,0,1.8239775461106655,0.3656776263031275
12296,-116.88,33.93,37.0,865.0,1.2188,55000.0,0,1.7283236994219653,0.3953757225433526
12297,-116.9,33.93,34.0,1820.0,2.2321,71800.0,0,1.748901098901099,0.3554945054945055
12298,-116.91,34.0,18.0,215.0,5.5,193800.0,0,2.572093023255814,0.3813953488372093
12299,-116.87,33.94,35.0,2736.0,2.218,73400.0,0,1.6257309941520468,0.3081140350877193
12300,-116.87,33.93,32.0,2589.0,1.4556,54600.0,0,1.2132097334878331,0.2784859018926226
12301,-116.87,33.91,37.0,1632.0,2.7536,73100.0,0,1.1384803921568627,0.18995098039215685
12302,-116.89,33.92,10.0,1967.0,2.6643,81000.0,0,1.3487544483985765,0.3040162684290798
12303,-116.75,33.83,16.0,657.0,3.3333,143400.0,0,8.031963470319635,0.4200913242009132
12304,-116.8,33.8,35.0,158.0,3.4167,100000.0,0,2.050632911392405,0.2468354430379747
12305,-116.71,33.75,25.0,1874.0,3.0625,150500.0,0,5.691035218783351,0.45464247598719315
12306,-116.68,33.71,21.0,658.0,3.5882,161100.0,0,5.258358662613982,0.38753799392097266
12307,-116.74,33.62,11.0,682.0,2.9141,214300.0,0,3.497067448680352,0.3548387096774194
12308,-116.8,33.52,3.0,272.0,3.8281,163500.0,0,3.051470588235294,0.38235294117647056
12309,-116.89,33.48,14.0,443.0,2.8071,137500.0,0,2.293453724604966,0.38148984198645597
12310,-116.87,33.57,12.0,446.0,3.038,128100.0,0,2.585201793721973,0.437219730941704
12311,-116.72,33.56,13.0,1250.0,2.355,122900.0,0,2.5328,0.38
12312,-116.48,33.61,8.0,457.0,2.9167,115300.0,0,2.8315098468271334,0.43544857768052514
12313,-116.57,33.64,10.0,183.0,6.2702,345500.0,0,2.6721311475409837,0.40437158469945356
12314,-116.76,33.46,6.0,544.0,3.0694,173400.0,0,2.2996323529411766,0.39705882352941174
12315,-116.42,33.51,26.0,102.0,2.5625,103100.0,0,1.8235294117647058,0.38235294117647056
12316,-116.6,33.49,16.0,1346.0,2.183,113500.0,0,2.7711738484398216,0.4398216939078752
12317,-116.69,33.5,13.0,442.0,1.9107,155700.0,0,2.68552036199095,0.40497737556561086
12318,-116.39,33.82,15.0,4122.0,2.7219,74400.0,0,2.6965065502183405,0.40101892285298396
12319,-116.71,33.94,12.0,209.0,3.0208,66300.0,0,2.626794258373206,0.430622009569378
12320,-116.51,33.89,21.0,537.0,1.95,61000.0,0,2.3910614525139664,0.4338919925512104
12321,-116.61,33.93,35.0,157.0,2.8056,68100.0,0,2.0445859872611467,0.3885350318471338
12322,-116.57,33.94,29.0,224.0,1.1917,50000.0,0,2.4598214285714284,0.47767857142857145
12323,-116.57,34.0,20.0,69.0,3.5208,76600.0,0,3.7681159420289854,0.7246376811594203
12324,-116.44,33.93,17.0,1201.0,1.6849,88400.0,0,4.407160699417152,0.4987510407993339
12325,-116.36,33.88,11.0,2453.0,1.7844,78500.0,0,5.119037912759886,0.5022421524663677
12326,-116.52,33.97,13.0,1902.0,3.3616,89600.0,0,2.0615141955835963,0.34963196635120924
12327,-116.51,33.96,16.0,2518.0,1.4665,61100.0,0,1.9511517077045275,0.4495631453534551
12328,-116.53,33.95,18.0,1280.0,2.625,68200.0,0,2.3359375,0.415625
12329,-116.5,33.95,10.0,4274.0,1.6983,66600.0,0,1.696069255966308,0.3792700046794572
12330,-116.51,33.94,12.0,1315.0,1.7388,66000.0,0,2.561977186311787,0.444106463878327
12331,-116.48,33.96,11.0,644.0,2.3382,89400.0,0,2.1444099378881987,0.38509316770186336
12332,-116.47,33.94,18.0,919.0,3.2578,85200.0,0,2.429815016322089,0.42219804134929273
12333,-116.48,33.94,10.0,923.0,1.8,81000.0,0,3.5254604550379196,0.5265438786565547
12334,-116.5,33.98,5.0,1420.0,4.0417,146400.0,0,3.0507042253521126,0.39929577464788735
12335,-116.51,33.84,16.0,454.0,4.0729,100000.0,0,2.158590308370044,0.40748898678414097
12336,-116.63,33.89,22.0,610.0,1.5227,71000.0,0,2.5245901639344264,0.43934426229508194
12337,-116.52,33.84,17.0,853.0,3.6875,130400.0,0,5.234466588511137,0.5216881594372802
12338,-116.54,33.87,16.0,1687.0,1.9167,70400.0,0,2.1624184943687017,0.34439834024896265
12339,-116.57,33.84,18.0,2009.0,3.3897,230200.0,0,3.963165754106521,0.45843703334992536
12340,-116.53,33.85,16.0,3048.0,2.9647,110900.0,0,3.3061023622047245,0.4386482939632546
12342,-116.53,33.84,28.0,3470.0,2.5885,159000.0,0,2.4204610951008645,0.3861671469740634
12343,-116.52,33.85,13.0,3189.0,3.4886,112500.0,0,2.3703355283788023,0.3465036061461273
12344,-116.5,33.82,16.0,29.0,2.1042,87500.0,0,11.827586206896552,0.4827586206896552
12345,-116.49,33.82,27.0,2362.0,2.9569,65900.0,0,1.4038950042337002,0.2252328535139712
12346,-116.52,33.82,21.0,3623.0,2.5212,145200.0,0,2.8227987855368477,0.4786088876621584
12347,-116.54,33.82,12.0,2725.0,1.5595,115600.0,0,3.4796330275229357,0.47706422018348627
12348,-116.56,33.83,36.0,451.0,2.6083,321900.0,0,3.9135254988913526,0.5853658536585366
12349,-116.48,33.8,15.0,437.0,3.6667,90000.0,0,6.874141876430206,0.4805491990846682
12350,-116.5,33.81,26.0,3086.0,2.5399,94800.0,0,1.6305897602073882,0.3833441348023331
12351,-116.52,33.81,12.0,2548.0,3.4394,162200.0,0,4.864992150706437,0.49646781789638933
12352,-116.54,33.81,31.0,2628.0,2.1176,124100.0,0,2.5928462709284625,0.5102739726027398
12353,-116.54,33.81,24.0,1721.0,3.1493,199400.0,0,3.536897152818129,0.48402091807088904
12354,-116.49,33.8,13.0,1274.0,3.7396,148900.0,0,6.898744113029827,0.5400313971742543
12355,-116.54,33.8,22.0,1432.0,2.2216,183900.0,0,4.2248603351955305,0.6215083798882681
12356,-116.57,33.76,25.0,581.0,3.1364,301600.0,0,4.502581755593804,0.5903614457831325
12357,-116.5,33.69,20.0,1304.0,2.25,248100.0,0,3.688650306748466,0.5674846625766872
12358,-116.54,33.79,18.0,1678.0,3.9737,235600.0,0,5.586412395709178,0.5476758045292014
12359,-116.53,33.78,18.0,411.0,2.5489,220500.0,0,6.197080291970803,0.5206812652068127
12360,-116.53,33.88,5.0,1906.0,4.6855,125200.0,0,2.320566631689402,0.34994753410283314
12361,-116.48,33.84,5.0,1050.0,1.7204,137500.0,0,5.219047619047619,0.46190476190476193
12362,-116.48,33.79,14.0,1711.0,2.6298,145200.0,0,5.508474576271187,0.5844535359438925
12363,-116.47,33.84,3.0,3838.0,4.3111,142500.0,0,2.3890046899426784,0.33090151120375194
12364,-116.46,33.82,6.0,3010.0,3.9508,104200.0,0,1.6156146179401993,0.2750830564784053
12365,-116.47,33.81,7.0,6274.0,2.4497,90900.0,0,1.6106152374880458,0.3339177558176602
12366,-116.46,33.79,10.0,1130.0,2.1411,136400.0,0,6.15929203539823,0.5849557522123894
12367,-116.43,33.81,8.0,2069.0,3.5223,115100.0,0,3.2431126147897533,0.37747704204929916
12368,-116.42,33.79,12.0,1179.0,4.9444,285000.0,0,6.017811704834606,0.48346055979643765
12369,-116.43,33.78,17.0,1091.0,6.1437,232100.0,0,3.934922089825848,0.42529789184234645
12370,-116.45,33.78,16.0,1177.0,3.0859,134600.0,0,4.441801189464741,0.5429056924384027
12371,-116.42,33.76,14.0,2524.0,7.6281,341700.0,0,6.704041204437401,0.5
12372,-116.4,33.78,8.0,612.0,6.8729,259200.0,0,4.998366013071895,0.33986928104575165
12373,-116.45,33.8,9.0,2283.0,3.6161,99100.0,0,2.4240035041611914,0.44152431011826543
12374,-116.36,33.78,6.0,4176.0,3.3799,239300.0,0,5.77610153256705,0.5318486590038314
12375,-116.38,33.74,7.0,3581.0,4.084,194500.0,0,4.908963976542865,0.5082379223680537
12376,-116.33,33.75,5.0,2880.0,4.036,158500.0,0,6.634375,0.4777777777777778
12377,-116.31,33.73,19.0,4086.0,3.2846,131900.0,0,3.051150269211943,0.4309838472834068
12378,-116.46,33.78,25.0,604.0,1.3801,55000.0,0,1.8824503311258278,0.3973509933774834
12379,-116.46,33.78,33.0,2301.0,2.5477,83000.0,0,1.1147327249022165,0.27727075184702304
12380,-116.47,33.77,26.0,1557.0,4.4107,122500.0,0,2.7617212588310855,0.4296724470134875
12381,-116.47,33.78,27.0,759.0,3.3162,113600.0,0,2.346508563899868,0.4479578392621871
12382,-116.38,33.73,10.0,3811.0,4.0079,134500.0,0,3.105746523222251,0.4119653634216741
12383,-116.37,33.72,17.0,3497.0,3.312,121300.0,0,2.466685730626251,0.38232770946525596
12384,-116.39,33.72,19.0,2496.0,3.5569,128000.0,0,3.063301282051282,0.4306891025641026
12385,-116.38,33.71,17.0,2737.0,4.5556,258100.0,0,4.570332480818414,0.5199123127511874
12386,-116.39,33.69,10.0,2186.0,6.9833,238800.0,0,5.333485818847209,0.4954254345837146
12387,-116.37,33.72,19.0,2242.0,3.0021,152300.0,0,2.7609277430865298,0.46520963425512935
12388,-116.44,33.77,18.0,955.0,2.2439,97500.0,0,5.101570680628273,0.6869109947643979
12390,-116.44,33.74,5.0,117.0,7.9885,403300.0,0,7.230769230769231,0.5726495726495726
12391,-116.41,33.74,25.0,910.0,3.3639,168800.0,0,2.71978021978022,0.42527472527472526
12392,-116.41,33.74,17.0,958.0,2.4659,177800.0,0,4.477035490605428,0.4592901878914405
12393,-116.42,33.68,15.0,900.0,2.2208,138300.0,0,4.3277777777777775,0.5877777777777777
12394,-116.37,33.69,7.0,858.0,7.8005,318100.0,0,10.263403263403264,0.5221445221445221
12395,-116.33,33.72,11.0,2450.0,7.4382,353100.0,0,5.031428571428571,0.4648979591836735
12396,-116.29,33.67,12.0,883.0,5.6918,231300.0,0,5.7168742921857305,0.44280860702151753
12397,-116.3,33.68,10.0,863.0,2.8882,137500.0,0,2.7659327925840094,0.3522595596755504
12398,-116.31,33.67,15.0,1152.0,2.9187,93400.0,0,1.921875,0.3038194444444444
12399,-116.31,33.67,11.0,2466.0,3.3333,91800.0,0,1.900243309002433,0.2964314679643147
12400,-116.31,33.66,7.0,2248.0,3.6354,98000.0,0,2.0004448398576513,0.31717081850533807
12401,-116.31,33.65,8.0,1572.0,4.5938,102600.0,0,1.9586513994910941,0.3015267175572519
12402,-116.26,33.72,10.0,3208.0,3.1086,105800.0,0,2.93142144638404,0.39993765586034913
12403,-116.25,33.69,5.0,907.0,2.7667,92900.0,0,1.834619625137817,0.412348401323043
12404,-116.22,33.7,9.0,825.0,3.2833,124700.0,0,4.68,0.4860606060606061
12405,-116.24,33.76,9.0,966.0,3.8125,96700.0,0,2.0300207039337472,0.28467908902691513
12406,-116.29,33.74,6.0,4571.0,4.7195,199300.0,0,2.842047691971122,0.4213520017501641
12407,-116.29,33.72,5.0,1097.0,3.1771,167400.0,0,3.267092069279854,0.4284412032816773
12408,-116.25,33.81,24.0,507.0,3.4583,67500.0,0,1.7357001972386588,0.3333333333333333
12409,-116.25,33.75,33.0,375.0,2.025,50000.0,0,0.7413333333333333,0.216
12410,-116.24,33.72,25.0,2725.0,3.775,93400.0,0,1.921467889908257,0.3431192660550459
12411,-116.24,33.71,10.0,5525.0,2.7598,95000.0,0,1.6349321266968326,0.3339366515837104
12412,-116.24,33.73,14.0,1530.0,3.0682,104100.0,0,1.8130718954248366,0.3300653594771242
12413,-116.22,33.74,26.0,2918.0,3.3107,69400.0,0,1.4119259766963674,0.27930089102124744
12414,-116.21,33.75,22.0,830.0,3.0673,68200.0,0,1.0771084337349397,0.2433734939759036
12415,-116.21,33.72,28.0,2891.0,2.3169,68900.0,0,0.8606018678657904,0.2338291248702871
12416,-116.22,33.73,38.0,1279.0,2.1217,68500.0,0,1.3252541047693511,0.23846755277560594
12417,-116.23,33.73,29.0,918.0,2.8648,72100.0,0,1.2342047930283224,0.26034858387799564
12418,-116.21,33.71,19.0,3157.0,1.7083,82200.0,0,0.9863794741843522,0.244535951853025
